segment_id,EventId,latitude,longitude,latitudeX,longitudeX,address,point,road,suburb,city,county,state,postcode,country,country_code
CCMG98M,149404,-33.8875813961,18.5238081385,-33.888,18.524,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd05890>,"{'place_id': 230852427, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 738356094, 'lat': '-33.887910219554534', 'lon': '18.52392751492173', 'display_name': 'N1, Acacia Park, Cape Town, City of Cape Town, Western Cape, 2251, South Africa', 'address': {'road': 'N1', 'suburb': 'Acacia Park', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '2251', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8902092', '-33.8872096', '18.5214006', '18.5249162']}",N1,Acacia Park,Cape Town,City of Cape Town,Western Cape,2251,South Africa,za
5OR8UGL,149414,-34.0202258961,18.6759711088,-34.02,18.676,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd05b90>,"{'place_id': 232583279, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 742964868, 'lat': '-34.020195511539384', 'lon': '18.67590908382349', 'display_name': 'N2, Cape Town Ward 89, Khayelitsha, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 89', 'town': 'Khayelitsha', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0203174', '-34.015166', '18.6651103', '18.6761712']}",N2,Cape Town Ward 89,,City of Cape Town,Western Cape,7100,South Africa,za
WHW1BZK,149425,-33.97814,18.65096,-33.978,18.651,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd36790>,"{'place_id': 224277573, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 697236356, 'lat': '-33.97809532407056', 'lon': '18.650981544864475', 'display_name': 'Hindle Road, Cape Town Ward 20, Cape Town, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'road': 'Hindle Road', 'suburb': 'Cape Town Ward 20', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9781091', '-33.9780867', '18.650937', '18.6510527']}",Hindle Road,Cape Town Ward 20,Cape Town,City of Cape Town,Western Cape,7100,South Africa,za
PCIQQ7E,149433,-34.0167755398,18.668558284,-34.017,18.669,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd36850>,"{'place_id': 232583279, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 742964868, 'lat': '-34.01698674334732', 'lon': '18.669006210543888', 'display_name': 'N2, Cape Town Ward 89, Khayelitsha, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 89', 'town': 'Khayelitsha', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0203174', '-34.015166', '18.6651103', '18.6761712']}",N2,Cape Town Ward 89,,City of Cape Town,Western Cape,7100,South Africa,za
GMEHC97,149435,-34.053532055,18.7655652532,-34.054,18.766,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd05bd0>,"{'place_id': 79214906, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4288084, 'lat': '-34.054062466561675', 'lon': '18.765962669304667', 'display_name': 'N2, Croydon Olive Estate, Cape Town Ward 109, Eersterivier, City of Cape Town, Western Cape, 7129, South Africa', 'address': {'road': 'N2', 'neighbourhood': 'Croydon Olive Estate', 'suburb': 'Cape Town Ward 109', 'town': 'Eersterivier', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7129', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0584048', '-34.0434891', '18.7383964', '18.7737227']}",N2,Cape Town Ward 109,,City of Cape Town,Western Cape,7129,South Africa,za
HQ54B8O,149436,-33.9514327244,18.4955686696,-33.951,18.496,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd3fed0>,"{'place_id': 235338036, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1067677, 'lat': '-33.94871995', 'lon': '18.49349369248253', 'display_name': 'Mowbray Golf Club, Days Walk, Cape Town Ward 53, Cape Town, City of Cape Town, Western Cape, 7405, South Africa', 'address': {'golf_course': 'Mowbray Golf Club', 'road': 'Days Walk', 'suburb': 'Cape Town Ward 53', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7405', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9511412', '-33.9446149', '18.4899761', '18.5016676']}",Days Walk,Cape Town Ward 53,Cape Town,City of Cape Town,Western Cape,7405,South Africa,za
S2QPOTD,149443,-33.9678283843,18.5796378421,-33.968,18.58,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd3fb10>,"{'place_id': 230663024, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 737370126, 'lat': '-33.9680225506025', 'lon': '18.57999835884243', 'display_name': 'Airport Approach Road, Cape Town Ward 31, Cape Town, City of Cape Town, Western Cape, 7490, South Africa', 'address': {'road': 'Airport Approach Road', 'suburb': 'Cape Town Ward 31', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7490', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9681847', '-33.9679275', '18.5786923', '18.5822264']}",Airport Approach Road,Cape Town Ward 31,Cape Town,City of Cape Town,Western Cape,7490,South Africa,za
WO118LR,149448,-33.8496415643,18.5326381184,-33.85,18.533,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd3f490>,"{'place_id': 187227041, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 449113468, 'lat': '-33.8499217019975', 'lon': '18.532583851685946', 'display_name': 'N7, Milnerton, Cape Town, City of Cape Town, Western Cape, 7441, South Africa', 'address': {'road': 'N7', 'suburb': 'Milnerton', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7441', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8772914', '-33.8484176', '18.5296882', '18.5329213']}",N7,Milnerton,Cape Town,City of Cape Town,Western Cape,7441,South Africa,za
V59S0GZ,149451,-34.0129453652,18.6610306015,-34.013,18.661,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd3e610>,"{'place_id': 169013873, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 360782866, 'lat': '-34.013217496032986', 'lon': '18.66089880174613', 'display_name': 'N2, Cape Town Ward 89, Khayelitsha, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 89', 'town': 'Khayelitsha', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0147815', '-34.0097272', '18.6534453', '18.664262']}",N2,Cape Town Ward 89,,City of Cape Town,Western Cape,7100,South Africa,za
MA3ZWVH,149453,-33.93574,18.45024,-33.936,18.45,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd02190>,"{'place_id': 232477485, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 738681693, 'lat': '-33.93592446442234', 'lon': '18.449767379287884', 'display_name': 'Upper Roodebloem Road, Cape Town Ward 57, Cape Town, City of Cape Town, Western Cape, 7925, South Africa', 'address': {'road': 'Upper Roodebloem Road', 'suburb': 'Cape Town Ward 57', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7925', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9365529', '-33.9355589', '18.4497306', '18.4505554']}",Upper Roodebloem Road,Cape Town Ward 57,Cape Town,City of Cape Town,Western Cape,7925,South Africa,za
LO3764F,149458,-33.9684974058,18.5749452376,-33.968,18.575,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd02dd0>,"{'place_id': 206899177, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 566098775, 'lat': '-33.96759026067727', 'lon': '18.575029255998654', 'display_name': 'Airport Approach Road, Cape Town Ward 31, Cape Town, City of Cape Town, Western Cape, 7490, South Africa', 'address': {'road': 'Airport Approach Road', 'suburb': 'Cape Town Ward 31', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7490', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9676267', '-33.9675137', '18.573957', '18.5755396']}",Airport Approach Road,Cape Town Ward 31,Cape Town,City of Cape Town,Western Cape,7490,South Africa,za
EZG7A38,149469,-33.9976287247,18.6369121215,-33.998,18.637,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd04490>,"{'place_id': 131555647, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 187742060, 'lat': '-34.000010599999996', 'lon': '18.652973504560617', 'display_name': 'Driftsands Nature Reserve, Kuils River Freeway, Cape Town Ward 19, Kuilsrivier, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'nature_reserve': 'Driftsands Nature Reserve', 'road': 'Kuils River Freeway', 'suburb': 'Cape Town Ward 19', 'town': 'Kuilsrivier', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0117721', '-33.9882432', '18.637498', '18.6718372']}",Kuils River Freeway,Cape Town Ward 19,,City of Cape Town,Western Cape,7100,South Africa,za
0ICKV72,149476,-34.039966622899996,18.7254365572,-34.04,18.725,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd04d10>,"{'place_id': 81304274, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4287863, 'lat': '-34.04005193799822', 'lon': '18.724979518009917', 'display_name': 'N2, Cape Town Ward 96, Eersterivier, City of Cape Town, Western Cape, 7784, South Africa', 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 96', 'town': 'Eersterivier', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7784', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0434535', '-34.0381371', '18.7200608', '18.7379887']}",N2,Cape Town Ward 96,,City of Cape Town,Western Cape,7784,South Africa,za
OHQYM1R,149481,-34.0590556431,18.7759512653,-34.059,18.776,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd14510>,"{'place_id': 79214922, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4288098, 'lat': '-34.059067295221666', 'lon': '18.775983196143294', 'display_name': 'N2, Marvin Park, Cape Town Ward 109, Somerset West, City of Cape Town, Western Cape, 7130, South Africa', 'address': {'road': 'N2', 'neighbourhood': 'Marvin Park', 'suburb': 'Cape Town Ward 109', 'town': 'Somerset West', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7130', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0602052', '-34.0584819', '18.7747053', '18.7963803']}",N2,Cape Town Ward 109,,City of Cape Town,Western Cape,7130,South Africa,za
X4UA382,149487,-33.8871768612,18.6353756938,-33.887,18.635,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd147d0>,"{'place_id': 94041181, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 30458420, 'lat': '-33.887001272705696', 'lon': '18.635005198148622', 'display_name': 'Durban Road, Cape Town Ward 21, Bellville, City of Cape Town, Western Cape, 7530, South Africa', 'address': {'road': 'Durban Road', 'suburb': 'Cape Town Ward 21', 'town': 'Bellville', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7530', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8870417', '-33.8864605', '18.6349953', '18.6351376']}",Durban Road,Cape Town Ward 21,,City of Cape Town,Western Cape,7530,South Africa,za
OHQYM1R,149491,-34.0593535245,18.7769786651,-34.059,18.777,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd033d0>,"{'place_id': 232798172, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 742712211, 'lat': '-34.059040732239744', 'lon': '18.776991644668772', 'display_name': 'N2, Marvin Park, Cape Town Ward 109, Helderberg Village, City of Cape Town, Western Cape, 7129, South Africa', 'address': {'road': 'N2', 'neighbourhood': 'Marvin Park', 'suburb': 'Cape Town Ward 109', 'village': 'Helderberg Village', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7129', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0593297', '-34.051172', '18.7616584', '18.7864632']}",N2,Cape Town Ward 109,,City of Cape Town,Western Cape,7129,South Africa,za
F14EJLW,149494,-33.8303699741,18.7535289278,-33.83,18.754,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd03d10>,"{'place_id': 79376577, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4315620, 'lat': '-33.83021864951932', 'lon': '18.75406103139979', 'display_name': 'N1, Stellenbosch Ward 18, Stellenbosch Local Municipality, City of Cape Town, Western Cape, 7570, South Africa', 'address': {'road': 'N1', 'suburb': 'Stellenbosch Ward 18', 'city': 'Stellenbosch Local Municipality', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7570', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8382785', '-33.7984726', '18.7260551', '18.8706218']}",N1,Stellenbosch Ward 18,Stellenbosch Local Municipality,City of Cape Town,Western Cape,7570,South Africa,za
DMGFH2Z,149498,-33.8283293326,18.7608442061,-33.828,18.761,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd03090>,"{'place_id': 158374030, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 300415820, 'lat': '-33.82680695', 'lon': '18.763903791354892', 'display_name': 'Cape Town Ward 105, Kraaifontein, City of Cape Town, Western Cape, South Africa', 'address': {'suburb': 'Cape Town Ward 105', 'town': 'Kraaifontein', 'county': 'City of Cape Town', 'state': 'Western Cape', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8283704', '-33.8253455', '18.7599366', '18.7663978']}",,Cape Town Ward 105,,City of Cape Town,Western Cape,,South Africa,za
6OTRJQF,149513,-33.9624705622,18.5648583684,-33.962,18.565,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd0b990>,"{'place_id': 93348927, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 30691214, 'lat': '-33.961934346925204', 'lon': '18.565019807090934', 'display_name': 'David Atkins Street, Cape Town Ward 31, Cape Town, City of Cape Town, Western Cape, 7490, South Africa', 'address': {'road': 'David Atkins Street', 'suburb': 'Cape Town Ward 31', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7490', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9626576', '-33.9580038', '18.5635144', '18.5678048']}",David Atkins Street,Cape Town Ward 31,Cape Town,City of Cape Town,Western Cape,7490,South Africa,za
MEOYV3B,149519,-34.0142625915,18.6622814787,-34.014,18.662,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd01350>,"{'place_id': 80260864, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4287786, 'lat': '-34.014002172665826', 'lon': '18.66199896066679', 'display_name': 'N2, Cape Town Ward 89, Khayelitsha, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 89', 'town': 'Khayelitsha', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0205186', '-34.0047463', '18.6413648', '18.6760377']}",N2,Cape Town Ward 89,,City of Cape Town,Western Cape,7100,South Africa,za
B9V4IAJ,149526,-33.8815553657,18.6477641467,-33.882,18.648,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd01750>,"{'place_id': 89725710, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 23201858, 'lat': '-33.882077272968274', 'lon': '18.648142060784476', 'display_name': 'Gousblom Street, Cape Town Ward 3, Bellville, City of Cape Town, Western Cape, 7560, South Africa', 'address': {'road': 'Gousblom Street', 'suburb': 'Cape Town Ward 3', 'town': 'Bellville', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7560', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.885017', '-33.8809669', '18.6475482', '18.6504887']}",Gousblom Street,Cape Town Ward 3,,City of Cape Town,Western Cape,7560,South Africa,za
OFAXGKF,149527,-33.9384588725,18.4565220055,-33.938,18.457,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd10ad0>,"{'place_id': 81217238, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 6150402, 'lat': '-33.93835571576018', 'lon': '18.456796105193124', 'display_name': 'Browning Road, Cape Town Ward 57, Cape Town, City of Cape Town, Western Cape, 7925, South Africa', 'address': {'road': 'Browning Road', 'suburb': 'Cape Town Ward 57', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7925', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9398456', '-33.9381229', '18.4563379', '18.4591818']}",Browning Road,Cape Town Ward 57,Cape Town,City of Cape Town,Western Cape,7925,South Africa,za
JNEJVKK,149532,-33.935332261199996,18.4818162427,-33.935,18.482,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd10710>,"{'place_id': 79850881, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4265513, 'lat': '-33.9352039131849', 'lon': '18.481683789797454', 'display_name': 'Black River Parkway, Maitland Garden Village, Cape Town, City of Cape Town, Western Cape, 7295, South Africa', 'address': {'road': 'Black River Parkway', 'suburb': 'Maitland Garden Village', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7295', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9355119', '-33.9289722', '18.4794967', '18.4818824']}",Black River Parkway,Maitland Garden Village,Cape Town,City of Cape Town,Western Cape,7295,South Africa,za
792705Z,149542,-33.96856613,18.6543993899,-33.969,18.654,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd0e610>,"{'place_id': 78994023, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4317199, 'lat': '-33.96906605143523', 'lon': '18.654322786452575', 'display_name': 'Kuils River Freeway, Cape Town Ward 13, Cape Town, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'road': 'Kuils River Freeway', 'suburb': 'Cape Town Ward 13', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9831232', '-33.9654435', '18.6510669', '18.65503']}",Kuils River Freeway,Cape Town Ward 13,Cape Town,City of Cape Town,Western Cape,7100,South Africa,za
F5UCVMI,149544,-34.043852774499996,18.7440278354,-34.044,18.744,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd0ead0>,"{'place_id': 79214906, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4288084, 'lat': '-34.044081131560276', 'lon': '18.743991571274663', 'display_name': 'N2, Croydon Olive Estate, Cape Town Ward 109, Eersterivier, City of Cape Town, Western Cape, 7129, South Africa', 'address': {'road': 'N2', 'neighbourhood': 'Croydon Olive Estate', 'suburb': 'Cape Town Ward 109', 'town': 'Eersterivier', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7129', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0584048', '-34.0434891', '18.7383964', '18.7737227']}",N2,Cape Town Ward 109,,City of Cape Town,Western Cape,7129,South Africa,za
Z13SS1G,149554,-33.991310272199996,18.6431223981,-33.991,18.643,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd04cd0>,"{'place_id': 232033457, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 739855860, 'lat': '-33.991230949364045', 'lon': '18.643222916685648', 'display_name': 'Kuils River Freeway, Cape Town Ward 114, Cape Town, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'road': 'Kuils River Freeway', 'suburb': 'Cape Town Ward 114', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9916324', '-33.9888055', '18.642807', '18.645736']}",Kuils River Freeway,Cape Town Ward 114,Cape Town,City of Cape Town,Western Cape,7100,South Africa,za
ASFER6E,149556,-33.9532881673,18.5351894481,-33.953,18.535,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd1f250>,"{'place_id': 231448637, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 739592432, 'lat': '-33.95318673199292', 'lon': '18.53493805177115', 'display_name': 'Settlers Way, Bridgetown, Cape Town, City of Cape Town, Western Cape, 7455, South Africa', 'address': {'road': 'Settlers Way', 'suburb': 'Bridgetown', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7455', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9531968', '-33.9511093', '18.528676', '18.5349684']}",Settlers Way,Bridgetown,Cape Town,City of Cape Town,Western Cape,7455,South Africa,za
7PRTR79,149559,-33.9505505399,18.4996950032,-33.951,18.5,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd1f350>,"{'place_id': 276570484, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 10698368, 'lat': '-33.951885649999994', 'lon': '18.49660877619082', 'display_name': 'Rondebosch Golf Club, Settlers Way, Mowbray, Cape Town, City of Cape Town, Western Cape, 7450, South Africa', 'address': {'golf_course': 'Rondebosch Golf Club', 'road': 'Settlers Way', 'suburb': 'Mowbray', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7450', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9574825', '-33.9472042', '18.4858615', '18.5004464']}",Settlers Way,Mowbray,Cape Town,City of Cape Town,Western Cape,7450,South Africa,za
F1LYCFO,149560,-34.0237045095,18.6834583983,-34.024,18.683,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd1f4d0>,"{'place_id': 81304260, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4287835, 'lat': '-34.023597649597946', 'lon': '18.683155932038925', 'display_name': 'N2, Cape Town Ward 96, Khayelitsha, City of Cape Town, Western Cape, 7784, South Africa', 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 96', 'town': 'Khayelitsha', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7784', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0374769', '-34.0207364', '18.6764588', '18.7183792']}",N2,Cape Town Ward 96,,City of Cape Town,Western Cape,7784,South Africa,za
PRUSMVO,149566,-33.8098965298,18.8268300724,-33.81,18.827,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd28490>,"{'place_id': 81608977, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4315627, 'lat': '-33.8100514058458', 'lon': '18.827014380401447', 'display_name': 'N1, Cape Town Ward 101, Stellenbosch Local Municipality, City of Cape Town, Western Cape, 7570, South Africa', 'address': {'road': 'N1', 'suburb': 'Cape Town Ward 101', 'city': 'Stellenbosch Local Municipality', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7570', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8384734', '-33.798667', '18.7261517', '18.8706849']}",N1,Cape Town Ward 101,Stellenbosch Local Municipality,City of Cape Town,Western Cape,7570,South Africa,za
B3XNGYS,149569,-33.8059337563,18.8417118293,-33.806,18.842,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbd283d0>,"{'place_id': 81608977, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4315627, 'lat': '-33.80586736844332', 'lon': '18.841962865463184', 'display_name': 'N1, Cape Town Ward 101, Stellenbosch Local Municipality, City of Cape Town, Western Cape, 7570, South Africa', 'address': {'road': 'N1', 'suburb': 'Cape Town Ward 101', 'city': 'Stellenbosch Local Municipality', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7570', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8384734', '-33.798667', '18.7261517', '18.8706849']}",N1,Cape Town Ward 101,Stellenbosch Local Municipality,City of Cape Town,Western Cape,7570,South Africa,za
044ZYVD,149570,-33.890443173099996,18.553095537,-33.89,18.553,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbcee690>,"{'place_id': 89276790, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 22633310, 'lat': '-33.88993494620227', 'lon': '18.55323764131789', 'display_name': 'Monte Vista Boulevard, Plattekloof Glen, Cape Town, City of Cape Town, Western Cape, 7460, South Africa', 'address': {'road': 'Monte Vista Boulevard', 'suburb': 'Plattekloof Glen', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7460', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8902203', '-33.8898979', '18.5532275', '18.5533145']}",Monte Vista Boulevard,Plattekloof Glen,Cape Town,City of Cape Town,Western Cape,7460,South Africa,za
