segment_id,EventId,latitude,longitude,latitudeX,longitudeX,address,point,road,suburb,town,county,state,postcode,country,country_code
DUKT4RG,95423,-34.1360890068,18.9367508691,-34.136,18.937,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec5736650>,"{'place_id': 80473172, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4772284, 'lat': '-34.13592661754571', 'lon': '18.936895050133582', 'display_name': ""N2, Cape Town Ward 84, Sir Lowry's Pass, City of Cape Town, Western Cape, South Africa"", 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 84', 'village': ""Sir Lowry's Pass"", 'county': 'City of Cape Town', 'state': 'Western Cape', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.1435008', '-34.1270239', '18.9299558', '18.9374305']}",N2,Cape Town Ward 84,,City of Cape Town,Western Cape,,South Africa,za
RWSJ6AY,95888,-33.938598932800005,18.4417192571,-33.939,18.442,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec5736f50>,"{'place_id': 122930246, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 150928509, 'lat': '-33.93881440173875', 'lon': '18.441923523843492', 'display_name': 'Philip Kgosana Drive, Zonnebloem, Cape Town, City of Cape Town, Western Cape, 7925, South Africa', 'address': {'road': 'Philip Kgosana Drive', 'suburb': 'Zonnebloem', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7925', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9389082', '-33.937539', '18.4366221', '18.4420903']}",Philip Kgosana Drive,Zonnebloem,,City of Cape Town,Western Cape,7925,South Africa,za
HL23AIZ,95927,-33.9204199709,18.4356956339,-33.92,18.436,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec5724e10>,"{'place_id': 99964221, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 55729464, 'lat': '-33.9199842736706', 'lon': '18.43603280504586', 'display_name': 'Nelson Mandela Boulevard, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 9001, South Africa', 'address': {'road': 'Nelson Mandela Boulevard', 'suburb': 'Cape Town Ward 115', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '9001', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9248079', '-33.9188121', '18.4331396', '18.436197']}",Nelson Mandela Boulevard,Cape Town Ward 115,,City of Cape Town,Western Cape,9001,South Africa,za
LUOD99L,96135,-33.8106422887,18.8248899356,-33.811,18.825,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec5724b90>,"{'place_id': 81608977, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4315627, 'lat': '-33.81064280376959', 'lon': '18.824900110972695', 'display_name': 'N1, Cape Town Ward 101, Stellenbosch Local Municipality, City of Cape Town, Western Cape, 7570, South Africa', 'address': {'road': 'N1', 'suburb': 'Cape Town Ward 101', 'city': 'Stellenbosch Local Municipality', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7570', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8384734', '-33.798667', '18.7261517', '18.8706849']}",N1,Cape Town Ward 101,,City of Cape Town,Western Cape,7570,South Africa,za
EK3DHQ6,96273,-34.0296105212,18.6984583661,-34.03,18.698,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec5724d50>,"{'place_id': 81304260, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4287835, 'lat': '-34.02952398961045', 'lon': '18.698188809783183', 'display_name': 'N2, Cape Town Ward 96, Khayelitsha, City of Cape Town, Western Cape, 7784, South Africa', 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 96', 'town': 'Khayelitsha', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7784', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0374769', '-34.0207364', '18.6764588', '18.7183792']}",N2,Cape Town Ward 96,Khayelitsha,City of Cape Town,Western Cape,7784,South Africa,za
9VXCPYN,97159,-33.9380080477,18.4382465722,-33.938,18.438,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec570b890>,"{'place_id': 122930246, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 150928509, 'lat': '-33.938018899603414', 'lon': '18.43799789306283', 'display_name': 'Philip Kgosana Drive, Zonnebloem, Cape Town, City of Cape Town, Western Cape, 7925, South Africa', 'address': {'road': 'Philip Kgosana Drive', 'suburb': 'Zonnebloem', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7925', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9389082', '-33.937539', '18.4366221', '18.4420903']}",Philip Kgosana Drive,Zonnebloem,,City of Cape Town,Western Cape,7925,South Africa,za
EKZN1VM,97733,-34.002924869699996,18.6349208069,-34.003,18.635,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec5724a50>,"{'place_id': 217939584, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 651224153, 'lat': '-34.00234432615373', 'lon': '18.635258558966363', 'display_name': 'N2, Cape Town Ward 18, Cape Town, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 18', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0047463', '-33.9962952', '18.6198471', '18.6413648']}",N2,Cape Town Ward 18,,City of Cape Town,Western Cape,7100,South Africa,za
LK5JIX6,98104,-33.852627509,18.5320784982,-33.853,18.532,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec5735410>,"{'place_id': 187227041, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 449113468, 'lat': '-33.85300084900785', 'lon': '18.53200451241632', 'display_name': 'N7, Milnerton, Cape Town, City of Cape Town, Western Cape, 7441, South Africa', 'address': {'road': 'N7', 'suburb': 'Milnerton', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7441', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8772914', '-33.8484176', '18.5296882', '18.5329213']}",N7,Milnerton,,City of Cape Town,Western Cape,7441,South Africa,za
1S5XWTK,98263,-33.7453758693,19.0616177791,-33.745,19.062,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec5704050>,"{'place_id': 103820841, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 83820147, 'lat': '-33.74501469764521', 'lon': '19.06200394370136', 'display_name': 'Drakenstein Ward 28, Drakenstein Local Municipality, Cape Winelands District Municipality, Western Cape, 7620, South Africa', 'address': {'suburb': 'Drakenstein Ward 28', 'city': 'Drakenstein Local Municipality', 'county': 'Cape Winelands District Municipality', 'state': 'Western Cape', 'postcode': '7620', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.7452877', '-33.743316', '19.0600495', '19.0649397']}",,Drakenstein Ward 28,,Cape Winelands District Municipality,Western Cape,7620,South Africa,za
CJJI1XY,98293,-33.7290787325,19.1189333193,-33.729,19.119,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec5729310>,"{'place_id': 171008300, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 363779506, 'lat': '-33.729030323728814', 'lon': '19.119033702327634', 'display_name': 'N1, Drakenstein Ward 25, Drakenstein Local Municipality, Cape Winelands District Municipality, Western Cape, South Africa', 'address': {'road': 'N1', 'suburb': 'Drakenstein Ward 25', 'city': 'Drakenstein Local Municipality', 'county': 'Cape Winelands District Municipality', 'state': 'Western Cape', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.7300226', '-33.7259126', '19.1181409', '19.1348398']}",N1,Drakenstein Ward 25,,Cape Winelands District Municipality,Western Cape,,South Africa,za
W0EUG1C,98738,-34.0685526538,18.8104736244,-34.069,18.81,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec5729050>,"{'place_id': 169673747, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 361482179, 'lat': '-34.06847930758779', 'lon': '18.810306032871097', 'display_name': 'N2, Paardevlei, Cape Town Ward 15, Somerset West, City of Cape Town, Western Cape, 7130, South Africa', 'address': {'road': 'N2', 'neighbourhood': 'Paardevlei', 'suburb': 'Cape Town Ward 15', 'town': 'Somerset West', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7130', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0801387', '-34.0604926', '18.7968497', '18.824172']}",N2,Cape Town Ward 15,Somerset West,City of Cape Town,Western Cape,7130,South Africa,za
W70WUF7,99303,-33.945481835500004,18.4666605927,-33.945,18.467,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec5729610>,"{'place_id': 93874173, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 32442588, 'lat': '-33.944527699999995', 'lon': '18.466611551426162', 'display_name': 'University of Cape Town Medical School, Groote Schuur Avenue, Cape Town Ward 57, Cape Town, City of Cape Town, Western Cape, 7925, South Africa', 'address': {'university': 'University of Cape Town Medical School', 'road': 'Groote Schuur Avenue', 'suburb': 'Cape Town Ward 57', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7925', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9459283', '-33.941758', '18.4639622', '18.4677136']}",Groote Schuur Avenue,Cape Town Ward 57,,City of Cape Town,Western Cape,7925,South Africa,za
2NHF7YC,99358,-33.9386530969,18.4467199102,-33.939,18.447,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec57205d0>,"{'place_id': 170361785, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 365117615, 'lat': '-33.938954796951286', 'lon': '18.44701444970797', 'display_name': 'Philip Kgosana Drive, Cape Town Ward 57, Cape Town, City of Cape Town, Western Cape, 7925, South Africa', 'address': {'road': 'Philip Kgosana Drive', 'suburb': 'Cape Town Ward 57', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7925', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9405014', '-33.9382073', '18.4420903', '18.4521574']}",Philip Kgosana Drive,Cape Town Ward 57,,City of Cape Town,Western Cape,7925,South Africa,za
AEY24LO,99482,-34.1026387496,18.8534564969,-34.103,18.853,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec5723450>,"{'place_id': 234022113, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 747947775, 'lat': '-34.10259027304642', 'lon': '18.853384847491764', 'display_name': 'N2, Asla Park Industrial, Cape Town Ward 83, Somerset West, City of Cape Town, Western Cape, 7130, South Africa', 'address': {'road': 'N2', 'neighbourhood': 'Asla Park Industrial', 'suburb': 'Cape Town Ward 83', 'town': 'Somerset West', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7130', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.1031537', '-34.1016672', '18.8524021', '18.8539847']}",N2,Cape Town Ward 83,Somerset West,City of Cape Town,Western Cape,7130,South Africa,za
AEY24LO,99798,-34.1010369674,18.8519373484,-34.101,18.852,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec5723c90>,"{'place_id': 81522128, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4772179, 'lat': '-34.10105574739392', 'lon': '18.85194776597219', 'display_name': 'N2, Asla Park Industrial, Cape Town Ward 83, Somerset West, City of Cape Town, Western Cape, 7130, South Africa', 'address': {'road': 'N2', 'neighbourhood': 'Asla Park Industrial', 'suburb': 'Cape Town Ward 83', 'town': 'Somerset West', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7130', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.1017144', '-34.1004815', '18.851336', '18.8526594']}",N2,Cape Town Ward 83,Somerset West,City of Cape Town,Western Cape,7130,South Africa,za
AZ1BUKH,99839,-33.817558356300005,18.7994071199,-33.818,18.799,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec5723950>,"{'place_id': 81608977, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4315627, 'lat': '-33.8178901868736', 'lon': '18.79896926542459', 'display_name': 'N1, Cape Town Ward 101, Stellenbosch Local Municipality, City of Cape Town, Western Cape, 7570, South Africa', 'address': {'road': 'N1', 'suburb': 'Cape Town Ward 101', 'city': 'Stellenbosch Local Municipality', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7570', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8384734', '-33.798667', '18.7261517', '18.8706849']}",N1,Cape Town Ward 101,,City of Cape Town,Western Cape,7570,South Africa,za
M4U0X5G,99937,-34.0636648019,18.8022283242,-34.064,18.802,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec5707450>,"{'place_id': 169673747, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 361482179, 'lat': '-34.063655888171944', 'lon': '18.80220332483307', 'display_name': 'N2, Paardevlei, Cape Town Ward 15, Somerset West, City of Cape Town, Western Cape, 7130, South Africa', 'address': {'road': 'N2', 'neighbourhood': 'Paardevlei', 'suburb': 'Cape Town Ward 15', 'town': 'Somerset West', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7130', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0801387', '-34.0604926', '18.7968497', '18.824172']}",N2,Cape Town Ward 15,Somerset West,City of Cape Town,Western Cape,7130,South Africa,za
XHKKOUG,100038,-34.1513822147,18.9364986587,-34.151,18.936,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec57228d0>,"{'place_id': 198372421, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 520873783, 'lat': '-34.151068816245484', 'lon': '18.935962017711375', 'display_name': ""N2, Cape Town Ward 100, Sir Lowry's Pass, City of Cape Town, Western Cape, South Africa"", 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 100', 'village': ""Sir Lowry's Pass"", 'county': 'City of Cape Town', 'state': 'Western Cape', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.1530799', '-34.1509274', '18.9357058', '18.9411525']}",N2,Cape Town Ward 100,,City of Cape Town,Western Cape,,South Africa,za
UUZT4OE,100086,-34.026600441,18.6908020633,-34.027,18.691,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec5722150>,"{'place_id': 81304260, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4287835, 'lat': '-34.02673535164671', 'lon': '18.69110270081517', 'display_name': 'N2, Cape Town Ward 96, Khayelitsha, City of Cape Town, Western Cape, 7784, South Africa', 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 96', 'town': 'Khayelitsha', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7784', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0374769', '-34.0207364', '18.6764588', '18.7183792']}",N2,Cape Town Ward 96,Khayelitsha,City of Cape Town,Western Cape,7784,South Africa,za
ULMQMUT,100193,-33.7975047934,18.8762940565,-33.798,18.876,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec5707510>,"{'place_id': 80612229, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4769011, 'lat': '-33.79778565180447', 'lon': '18.87596434768382', 'display_name': 'N1, Stellenbosch Ward 18, Stellenbosch Local Municipality, Cape Winelands District Municipality, Western Cape, 7089, South Africa', 'address': {'road': 'N1', 'suburb': 'Stellenbosch Ward 18', 'city': 'Stellenbosch Local Municipality', 'county': 'Cape Winelands District Municipality', 'state': 'Western Cape', 'postcode': '7089', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.798636', '-33.7759236', '18.8708519', '18.957486']}",N1,Stellenbosch Ward 18,,Cape Winelands District Municipality,Western Cape,7089,South Africa,za
EVANFZB,100300,-33.8109428239,18.5455130687,-33.811,18.546,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec571cf90>,"{'place_id': 121191976, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 151081863, 'lat': '-33.81117167547333', 'lon': '18.54665952489368', 'display_name': 'N7, Du Noon, Cape Town, City of Cape Town, Western Cape, 7441, South Africa', 'address': {'road': 'N7', 'suburb': 'Du Noon', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7441', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8138599', '-33.8060994', '18.5458058', '18.5475317']}",N7,Du Noon,,City of Cape Town,Western Cape,7441,South Africa,za
GPYNUA8,100608,-33.911196845999996,18.6704361613,-33.911,18.67,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec571cb90>,"{'place_id': 81321018, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4317165, 'lat': '-33.91114500565557', 'lon': '18.670239316420528', 'display_name': 'Kuils River Freeway, Cape Town Ward 3, Bellville, City of Cape Town, Western Cape, 7580, South Africa', 'address': {'road': 'Kuils River Freeway', 'suburb': 'Cape Town Ward 3', 'town': 'Bellville', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7580', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9138025', '-33.9086915', '18.6686967', '18.6716806']}",Kuils River Freeway,Cape Town Ward 3,Bellville,City of Cape Town,Western Cape,7580,South Africa,za
AAS3KXB,100760,-34.0224798343,18.6810022371,-34.022,18.681,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec570f790>,"{'place_id': 231649577, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 742964866, 'lat': '-34.02241764948567', 'lon': '18.68083426694734', 'display_name': 'N2, Cape Town Ward 93, Khayelitsha, City of Cape Town, Western Cape, 7784, South Africa', 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 93', 'town': 'Khayelitsha', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7784', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0242578', '-34.0205141', '18.6765876', '18.685501']}",N2,Cape Town Ward 93,Khayelitsha,City of Cape Town,Western Cape,7784,South Africa,za
0ROEFOK,100761,-33.9321969732,18.4415729883,-33.932,18.442,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec570fad0>,"{'place_id': 169822492, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 365353968, 'lat': '-33.93199874815681', 'lon': '18.442019587664156', 'display_name': 'Searle Street, Zonnebloem, Cape Town, City of Cape Town, Western Cape, 7925, South Africa', 'address': {'road': 'Searle Street', 'suburb': 'Zonnebloem', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7925', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9326165', '-33.9315035', '18.4406062', '18.4420218']}",Searle Street,Zonnebloem,,City of Cape Town,Western Cape,7925,South Africa,za
MTPU2BE,100776,-33.9004009774,18.5083384633,-33.9,18.508,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec570f850>,"{'place_id': 234194386, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 753420996, 'lat': '-33.8998548270802', 'lon': '18.50808448787722', 'display_name': 'Sable Road, Cape Town Ward 55, Cape Town, City of Cape Town, Western Cape, 2251, South Africa', 'address': {'road': 'Sable Road', 'suburb': 'Cape Town Ward 55', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '2251', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8999018', '-33.8997978', '18.5079865', '18.5081652']}",Sable Road,Cape Town Ward 55,,City of Cape Town,Western Cape,2251,South Africa,za
QXDLKB7,101043,-34.0594548056,18.7955596113,-34.059,18.796,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec5719ed0>,"{'place_id': 86151412, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 13721570, 'lat': '-34.05900427079793', 'lon': '18.79599757751259', 'display_name': 'Old Main Road, Cape Town Ward 15, Somerset West, City of Cape Town, Western Cape, 7130, South Africa', 'address': {'road': 'Old Main Road', 'suburb': 'Cape Town Ward 15', 'town': 'Somerset West', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7130', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0591677', '-34.0588711', '18.7957628', '18.7962857']}",Old Main Road,Cape Town Ward 15,Somerset West,City of Cape Town,Western Cape,7130,South Africa,za
LK5JIX6,101123,-33.8521099643,18.532181771,-33.852,18.532,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec570ff90>,"{'place_id': 122947680, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 150995457, 'lat': '-33.85199600438065', 'lon': '18.53197880489022', 'display_name': 'N7, Botasig, Cape Town, City of Cape Town, Western Cape, 2251, South Africa', 'address': {'road': 'N7', 'suburb': 'Botasig', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '2251', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8527705', '-33.8482259', '18.5318328', '18.5327538']}",N7,Botasig,,City of Cape Town,Western Cape,2251,South Africa,za
C1ERJ22,101169,-33.7643779486,18.9734531881,-33.764,18.973,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec5723510>,"{'place_id': 141227563, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 222648190, 'lat': '-33.76387548774798', 'lon': '18.972976641580694', 'display_name': 'Arboretum Avenue, Drakenstein Ward 15, Drakenstein Local Municipality, Cape Winelands District Municipality, Western Cape, 7646, South Africa', 'address': {'road': 'Arboretum Avenue', 'suburb': 'Drakenstein Ward 15', 'city': 'Drakenstein Local Municipality', 'county': 'Cape Winelands District Municipality', 'state': 'Western Cape', 'postcode': '7646', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.7638942', '-33.7635625', '18.9708152', '18.9735141']}",Arboretum Avenue,Drakenstein Ward 15,,Cape Winelands District Municipality,Western Cape,7646,South Africa,za
EUXS47I,101294,-33.8072939475,18.5476187936,-33.807,18.548,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec570df10>,"{'place_id': 101218187, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 64861095, 'lat': '-33.80696815476229', 'lon': '18.547694701090556', 'display_name': 'N7, Cape Town Ward 1, Cape Town, City of Cape Town, Western Cape, 7441, South Africa', 'address': {'road': 'N7', 'suburb': 'Cape Town Ward 1', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7441', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8164932', '-33.8061037', '18.5450287', '18.5477747']}",N7,Cape Town Ward 1,,City of Cape Town,Western Cape,7441,South Africa,za
SQ3W7J8,101375,-34.0593329127,18.7807548461,-34.059,18.781,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec5713490>,"{'place_id': 232798172, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 742712211, 'lat': '-34.05932371843886', 'lon': '18.78100426260409', 'display_name': 'N2, Marvin Park, Cape Town Ward 109, Helderberg Village, City of Cape Town, Western Cape, 7129, South Africa', 'address': {'road': 'N2', 'neighbourhood': 'Marvin Park', 'suburb': 'Cape Town Ward 109', 'village': 'Helderberg Village', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7129', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0593297', '-34.051172', '18.7616584', '18.7864632']}",N2,Cape Town Ward 109,,City of Cape Town,Western Cape,7129,South Africa,za
TKB7K8T,101404,-34.0996150062,18.850434805,-34.1,18.85,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec5713c10>,"{'place_id': 232492373, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 747948582, 'lat': '-34.09970309242693', 'lon': '18.85028116917284', 'display_name': 'N2, Longlands, Cape Town Ward 83, City of Cape Town, Western Cape, 7130, South Africa', 'address': {'road': 'N2', 'neighbourhood': 'Longlands', 'suburb': 'Cape Town Ward 83', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7130', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.100099', '-34.0995588', '18.8501288', '18.8507226']}",N2,Cape Town Ward 83,,City of Cape Town,Western Cape,7130,South Africa,za
F14EJLW,101499,-33.8314975636,18.7494915246,-33.831,18.749,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec5715950>,"{'place_id': 79376577, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4315620, 'lat': '-33.831585696322215', 'lon': '18.749163484770087', 'display_name': 'N1, Stellenbosch Ward 18, Stellenbosch Local Municipality, City of Cape Town, Western Cape, 7570, South Africa', 'address': {'road': 'N1', 'suburb': 'Stellenbosch Ward 18', 'city': 'Stellenbosch Local Municipality', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7570', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8382785', '-33.7984726', '18.7260551', '18.8706218']}",N1,Stellenbosch Ward 18,,City of Cape Town,Western Cape,7570,South Africa,za
